Hurricane_Name,Date, Time , Lat , Lon , Wind(mph) , Pressure(mb) , Storm Type ,Storm, Dates , Max Winds (mph) , Min pressure (mb) , Maximum Strength 
Hurricane-Andrea,5/20/2019,6:00:00 PM,28.10,-68.60,40,1008,Subtropical Storm,,,,,
Hurricane-Andrea,5/20/2019,9:00:00 PM,28.62,-68.70,40,1007,Subtropical Storm,,,,,
Hurricane-Andrea,5/21/2019,12:00:00 AM,29.10,-68.80,40,1006,Subtropical Storm,,,,,
Hurricane-Andrea,5/21/2019,3:00:00 AM,29.52,-68.91,40,1006,Subtropical Storm,,,,,
Hurricane-Andrea,5/21/2019,6:00:00 AM,29.90,-69.00,40,1007,Subtropical Storm,,,,,
Hurricane-Andrea,5/21/2019,9:00:00 AM,30.29,-69.10,37,1008,Subtropical Storm,,,,,
Hurricane-Andrea,5/21/2019,12:00:00 PM,30.60,-69.10,35,1009,Tropical Low,,,,,
Hurricane-Andrea,5/21/2019,3:00:00 PM,30.71,-68.92,35,1009,Tropical Low,,,,,
Hurricane-Andrea,5/21/2019,6:00:00 PM,30.80,-68.60,35,1009,Tropical Low,,,,,
Hurricane-Andrea,5/21/2019,9:00:00 PM,31.04,-68.19,35,1009,Tropical Low,,,,,
Hurricane-Andrea,5/22/2019,12:00:00 AM,31.30,-67.70,35,1010,Tropical Low,,,,,
Hurricane-Andrea,5/22/2019,3:00:00 AM,31.48,-67.20,31,1010,Tropical Low,,,,,
Hurricane-Andrea,5/22/2019,6:00:00 AM,31.60,-66.70,29,1011,Tropical Low,,,,,
Hurricane-Barry,7/10/2019,12:00:00 PM,28.50,-86.50,29,1009,Tropical Disturbance,,,,,
Hurricane-Barry,7/10/2019,3:00:00 PM,28.30,-86.81,31,1009,Tropical Disturbance,,,,,
Hurricane-Barry,7/10/2019,6:00:00 PM,28.10,-87.10,35,1009,Tropical Disturbance,,,,,
Hurricane-Barry,7/10/2019,9:00:00 PM,27.93,-87.37,35,1008,Tropical Disturbance,,,,,
Hurricane-Barry,7/11/2019,12:00:00 AM,27.80,-87.60,35,1008,Tropical Depression,,,,,
Hurricane-Barry,7/11/2019,3:00:00 AM,27.73,-87.81,37,1007,Tropical Depression,,,,,
Hurricane-Barry,7/11/2019,6:00:00 AM,27.70,-88.00,40,1007,Tropical Storm,,,,,
Hurricane-Barry,7/11/2019,9:00:00 AM,27.69,-88.20,40,1006,Tropical Storm,,,,,
Hurricane-Barry,7/11/2019,12:00:00 PM,27.70,-88.40,40,1005,Tropical Storm,,,,,
Hurricane-Barry,7/11/2019,3:00:00 PM,27.69,-88.60,43,1005,Tropical Storm,,,,,
Hurricane-Barry,7/11/2019,6:00:00 PM,27.70,-88.80,46,1005,Tropical Storm,,,,,
Hurricane-Barry,7/11/2019,9:00:00 PM,27.74,-88.99,48,1003,Tropical Storm,,,,,
Hurricane-Barry,7/12/2019,12:00:00 AM,27.80,-89.20,52,1001,Tropical Storm,,,,,
Hurricane-Barry,7/12/2019,3:00:00 AM,27.84,-89.44,52,1001,Tropical Storm,,,,,
Hurricane-Barry,7/12/2019,6:00:00 AM,27.90,-89.70,52,1001,Tropical Storm,,,,,
Hurricane-Barry,7/12/2019,9:00:00 AM,27.99,-89.95,54,999,Tropical Storm,,,,,
Hurricane-Barry,7/12/2019,12:00:00 PM,28.10,-90.20,58,998,Tropical Storm,,,,,
Hurricane-Barry,7/12/2019,3:00:00 PM,28.25,-90.46,60,995,Tropical Storm,,,,,
Hurricane-Barry,7/12/2019,6:00:00 PM,28.40,-90.70,63,993,Tropical Storm,,,,,
Hurricane-Barry,7/12/2019,9:00:00 PM,28.50,-90.91,66,993,Tropical Storm,,,,,
Hurricane-Barry,7/13/2019,12:00:00 AM,28.60,-91.10,69,993,Tropical Storm,,,,,
Hurricane-Barry,7/13/2019,3:00:00 AM,28.74,-91.30,69,993,Tropical Storm,,,,,
Hurricane-Barry,7/13/2019,6:00:00 AM,28.90,-91.50,69,993,Tropical Storm,,,,,
Hurricane-Barry,7/13/2019,9:00:00 AM,29.07,-91.68,71,993,Tropical Storm,,,,,
Hurricane-Barry,7/13/2019,12:00:00 PM,29.30,-91.90,75,993,Category 1 Hurricane,,,,,
Hurricane-Barry,7/13/2019,3:00:00 PM,29.60,-92.20,75,993,Category 1 Hurricane,,,,,
Hurricane-Barry,7/13/2019,6:00:00 PM,29.90,-92.40,69,996,Tropical Storm,,,,,
Hurricane-Barry,7/13/2019,9:00:00 PM,30.15,-92.60,63,997,Tropical Storm,,,,,
Hurricane-Barry,7/14/2019,12:00:00 AM,30.40,-92.80,58,999,Tropical Storm,,,,,
Hurricane-Barry,7/14/2019,3:00:00 AM,30.69,-93.01,52,1001,Tropical Storm,,,,,
Hurricane-Barry,7/14/2019,6:00:00 AM,31.00,-93.20,46,1003,Tropical Storm,,,,,
Hurricane-Barry,7/14/2019,9:00:00 AM,31.29,-93.37,43,1004,Tropical Storm,,,,,
Hurricane-Barry,7/14/2019,12:00:00 PM,31.60,-93.50,40,1005,Tropical Storm,,,,,
Hurricane-Barry,7/14/2019,3:00:00 PM,31.94,-93.57,40,1006,Tropical Storm,,,,,
Hurricane-Barry,7/14/2019,6:00:00 PM,32.30,-93.60,40,1007,Tropical Storm,,,,,
Hurricane-Barry,7/14/2019,9:00:00 PM,32.64,-93.61,35,1007,Tropical Storm,,,,,
Hurricane-Barry,7/15/2019,12:00:00 AM,33.00,-93.60,29,1008,Tropical Depression,,,,,
Hurricane-Barry,7/15/2019,3:00:00 AM,33.44,-93.60,29,1008,Tropical Depression,,,,,
Hurricane-Barry,7/15/2019,6:00:00 AM,33.90,-93.60,29,1008,Tropical Depression,,,,,
Hurricane-Barry,7/15/2019,9:00:00 AM,34.31,-93.61,25,1008,Tropical Depression,,,,,
Hurricane-Barry,7/15/2019,12:00:00 PM,34.70,-93.60,23,1008,Tropical Low,,,,,
Hurricane-Barry,7/15/2019,3:00:00 PM,35.10,-93.56,23,1008,Tropical Low,,,,,
Hurricane-Barry,7/15/2019,6:00:00 PM,35.50,-93.50,23,1008,Tropical Low,,,,,
Hurricane-Barry,7/15/2019,9:00:00 PM,35.89,-93.42,20,1008,Tropical Low,,,,,
Hurricane-Barry,7/16/2019,12:00:00 AM,36.30,-93.30,17,1009,Tropical Low,,,,,
Hurricane-Barry,7/16/2019,3:00:00 AM,36.74,-93.12,17,1009,Tropical Low,,,,,
Hurricane-Barry,7/16/2019,6:00:00 AM,37.20,-92.90,17,1010,Tropical Low,,,,,
Hurricane-Chantal,8/20/2019,6:00:00 PM,40.10,-59.70,35,1008,Tropical Depression,,,,,
Hurricane-Chantal,8/20/2019,9:00:00 PM,40.22,-58.37,37,1007,Tropical Depression,,,,,
Hurricane-Chantal,8/21/2019,12:00:00 AM,40.30,-57.10,40,1007,Tropical Storm,,,,,
Hurricane-Chantal,8/21/2019,3:00:00 AM,40.33,-55.93,40,1007,Tropical Storm,,,,,
Hurricane-Chantal,8/21/2019,6:00:00 AM,40.30,-54.80,40,1007,Tropical Storm,,,,,
Hurricane-Chantal,8/21/2019,9:00:00 AM,40.21,-53.64,40,1007,Tropical Storm,,,,,
Hurricane-Chantal,8/21/2019,12:00:00 PM,40.10,-52.50,40,1007,Tropical Storm,,,,,
Hurricane-Chantal,8/21/2019,3:00:00 PM,40.01,-51.38,40,1007,Tropical Storm,,,,,
Hurricane-Chantal,8/21/2019,6:00:00 PM,39.90,-50.30,40,1007,Tropical Storm,,,,,
Hurricane-Chantal,8/21/2019,9:00:00 PM,39.76,-49.29,37,1007,Tropical Storm,,,,,
Hurricane-Chantal,8/22/2019,12:00:00 AM,39.60,-48.30,35,1007,Tropical Depression,,,,,
Hurricane-Chantal,8/22/2019,3:00:00 AM,39.46,-47.29,35,1007,Tropical Depression,,,,,
Hurricane-Chantal,8/22/2019,6:00:00 AM,39.30,-46.30,35,1007,Tropical Depression,,,,,
Hurricane-Chantal,8/22/2019,9:00:00 AM,39.11,-45.31,35,1007,Tropical Depression,,,,,
Hurricane-Chantal,8/22/2019,12:00:00 PM,38.90,-44.40,35,1007,Tropical Depression,,,,,
Hurricane-Chantal,8/22/2019,3:00:00 PM,38.71,-43.59,35,1007,Tropical Depression,,,,,
Hurricane-Chantal,8/22/2019,6:00:00 PM,38.50,-42.90,35,1007,Tropical Depression,,,,,
Hurricane-Chantal,8/22/2019,9:00:00 PM,38.26,-42.28,35,1007,Tropical Depression,,,,,
Hurricane-Chantal,8/23/2019,12:00:00 AM,38.00,-41.80,35,1007,Tropical Depression,,,,,
Hurricane-Chantal,8/23/2019,3:00:00 AM,37.76,-41.44,31,1008,Tropical Depression,,,,,
Hurricane-Chantal,8/23/2019,6:00:00 AM,37.50,-41.20,29,1009,Tropical Depression,,,,,
Hurricane-Chantal,8/23/2019,9:00:00 AM,37.21,-41.01,29,1010,Tropical Depression,,,,,
Hurricane-Chantal,8/23/2019,12:00:00 PM,36.90,-40.90,29,1011,Tropical Depression,,,,,
Hurricane-Chantal,8/23/2019,3:00:00 PM,36.60,-40.82,29,1011,Tropical Depression,,,,,
Hurricane-Chantal,8/23/2019,6:00:00 PM,36.30,-40.80,29,1012,Tropical Low,,,,,
Hurricane-Chantal,8/23/2019,9:00:00 PM,35.99,-40.82,29,1012,Tropical Low,,,,,
Hurricane-Chantal,8/24/2019,12:00:00 AM,35.70,-40.90,29,1013,Tropical Low,,,,,
Hurricane-Chantal,8/24/2019,3:00:00 AM,35.47,-41.01,29,1013,Tropical Low,,,,,
Hurricane-Chantal,8/24/2019,6:00:00 AM,35.30,-41.20,29,1013,Tropical Low,,,,,
Hurricane-Chantal,8/24/2019,9:00:00 AM,35.18,-41.47,29,1013,Tropical Low,,,,,
Hurricane-Chantal,8/24/2019,12:00:00 PM,35.10,-41.80,29,1013,Tropical Low,,,,,
Hurricane-Chantal,8/24/2019,3:00:00 PM,35.03,-42.14,29,1013,Tropical Low,,,,,
Hurricane-Chantal,8/24/2019,6:00:00 PM,35.00,-42.50,29,1013,Tropical Low,,,,,
Hurricane-Chantal,8/24/2019,9:00:00 PM,35.01,-42.87,25,1013,Tropical Low,,,,,
Hurricane-Chantal,8/25/2019,12:00:00 AM,35.10,-43.20,23,1014,Tropical Low,,,,,
Hurricane-Chantal,8/25/2019,3:00:00 AM,35.28,-43.43,23,1014,Tropical Low,,,,,
Hurricane-Chantal,8/25/2019,6:00:00 AM,35.50,-43.60,23,1014,Tropical Low,,,,,
Hurricane-Chantal,8/25/2019,9:00:00 AM,35.72,-43.77,23,1014,Tropical Low,,,,,
Hurricane-Chantal,8/25/2019,12:00:00 PM,35.90,-43.90,23,1014,Tropical Low,,,,,
Hurricane-Chantal,8/25/2019,3:00:00 PM,36.02,-44.00,20,1014,Tropical Low,,,,,
Hurricane-Chantal,8/25/2019,6:00:00 PM,36.10,-44.10,17,1014,Tropical Low,,,,,
Hurricane-Chantal,8/25/2019,9:00:00 PM,36.17,-44.24,17,1014,Tropical Low,,,,,
Hurricane-Chantal,8/26/2019,12:00:00 AM,36.20,-44.40,17,1014,Tropical Low,,,,,
Hurricane-Chantal,8/26/2019,3:00:00 AM,36.19,-44.61,17,1014,Tropical Low,,,,,
Hurricane-Chantal,8/26/2019,6:00:00 AM,36.20,-44.80,17,1014,Tropical Low,,,,,
Hurricane-Chantal,8/26/2019,9:00:00 AM,36.29,-44.94,17,1014,Tropical Low,,,,,
Hurricane-Chantal,8/26/2019,12:00:00 PM,36.40,-45.00,17,1014,Tropical Low,,,,,
Hurricane-Chantal,8/26/2019,3:00:00 PM,36.47,-44.94,17,1014,Tropical Low,,,,,
Hurricane-Chantal,8/26/2019,6:00:00 PM,36.50,-44.80,17,1014,Tropical Low,,,,,
Hurricane-Dorian,8/24/2019,6:00:00 AM,10.30,-46.40,29,1011,Tropical Depression,,,,,
Hurricane-Dorian,8/24/2019,9:00:00 AM,10.34,-46.94,31,1010,Tropical Depression,,,,,
Hurricane-Dorian,8/24/2019,12:00:00 PM,10.40,-47.50,35,1010,Tropical Depression,,,,,
Hurricane-Dorian,8/24/2019,3:00:00 PM,10.49,-48.09,37,1009,Tropical Depression,,,,,
Hurricane-Dorian,8/24/2019,6:00:00 PM,10.60,-48.70,40,1008,Tropical Storm,,,,,
Hurricane-Dorian,8/24/2019,9:00:00 PM,10.70,-49.31,40,1008,Tropical Storm,,,,,
Hurricane-Dorian,8/25/2019,12:00:00 AM,10.80,-49.90,40,1008,Tropical Storm,,,,,
Hurricane-Dorian,8/25/2019,3:00:00 AM,10.90,-50.44,40,1008,Tropical Storm,,,,,
Hurricane-Dorian,8/25/2019,6:00:00 AM,11.00,-51.00,40,1008,Tropical Storm,,,,,
Hurricane-Dorian,8/25/2019,9:00:00 AM,11.10,-51.64,43,1007,Tropical Storm,,,,,
Hurricane-Dorian,8/25/2019,12:00:00 PM,11.20,-52.30,46,1007,Tropical Storm,,,,,
Hurricane-Dorian,8/25/2019,3:00:00 PM,11.30,-52.91,48,1007,Tropical Storm,,,,,
Hurricane-Dorian,8/25/2019,6:00:00 PM,11.40,-53.50,52,1007,Tropical Storm,,,,,
Hurricane-Dorian,8/25/2019,9:00:00 PM,11.49,-54.09,52,1007,Tropical Storm,,,,,
Hurricane-Dorian,8/26/2019,12:00:00 AM,11.60,-54.70,52,1007,Tropical Storm,,,,,
Hurricane-Dorian,8/26/2019,3:00:00 AM,11.74,-55.35,52,1006,Tropical Storm,,,,,
Hurricane-Dorian,8/26/2019,6:00:00 AM,11.90,-56.00,52,1006,Tropical Storm,,,,,
Hurricane-Dorian,8/26/2019,9:00:00 AM,12.04,-56.62,52,1006,Tropical Storm,,,,,
Hurricane-Dorian,8/26/2019,12:00:00 PM,12.20,-57.20,52,1006,Tropical Storm,,,,,
Hurricane-Dorian,8/26/2019,3:00:00 PM,12.39,-57.77,52,1006,Tropical Storm,,,,,
Hurricane-Dorian,8/26/2019,6:00:00 PM,12.60,-58.30,52,1006,Tropical Storm,,,,,
Hurricane-Dorian,8/26/2019,9:00:00 PM,12.80,-58.78,52,1005,Tropical Storm,,,,,
Hurricane-Dorian,8/27/2019,12:00:00 AM,13.00,-59.20,52,1005,Tropical Storm,,,,,
Hurricane-Dorian,8/27/2019,1:30:00 AM,13.10,-59.40,52,1005,Tropical Storm,,,,,
Hurricane-Dorian,8/27/2019,3:00:00 AM,13.22,-59.65,52,1005,Tropical Storm,,,,,
Hurricane-Dorian,8/27/2019,6:00:00 AM,13.50,-60.20,52,1005,Tropical Storm,,,,,
Hurricane-Dorian,8/27/2019,9:00:00 AM,13.73,-60.52,52,1005,Tropical Storm,,,,,
Hurricane-Dorian,8/27/2019,11:00:00 AM,14.00,-60.90,52,1005,Tropical Storm,,,,,
Hurricane-Dorian,8/27/2019,12:00:00 PM,14.20,-61.20,52,1005,Tropical Storm,,,,,
Hurricane-Dorian,8/27/2019,3:00:00 PM,14.66,-61.74,52,1004,Tropical Storm,,,,,
Hurricane-Dorian,8/27/2019,6:00:00 PM,15.00,-62.00,52,1004,Tropical Storm,,,,,
Hurricane-Dorian,8/27/2019,9:00:00 PM,15.36,-62.41,54,1003,Tropical Storm,,,,,
Hurricane-Dorian,8/28/2019,12:00:00 AM,15.70,-62.80,58,1003,Tropical Storm,,,,,
Hurricane-Dorian,8/28/2019,3:00:00 AM,16.03,-63.16,60,1002,Tropical Storm,,,,,
Hurricane-Dorian,8/28/2019,6:00:00 AM,16.40,-63.50,63,1001,Tropical Storm,,,,,
Hurricane-Dorian,8/28/2019,9:00:00 AM,16.84,-63.85,66,1000,Tropical Storm,,,,,
Hurricane-Dorian,8/28/2019,12:00:00 PM,17.30,-64.20,69,999,Tropical Storm,,,,,
Hurricane-Dorian,8/28/2019,3:00:00 PM,17.71,-64.52,74,995,Tropical Storm,,,,,
Hurricane-Dorian,8/28/2019,3:30:00 PM,17.80,-64.60,75,995,Category 1 Hurricane,,,,,
Hurricane-Dorian,8/28/2019,6:00:00 PM,18.40,-65.10,81,993,Category 1 Hurricane,,,,,
Hurricane-Dorian,8/28/2019,9:00:00 PM,18.87,-65.47,83,991,Category 1 Hurricane,,,,,
Hurricane-Dorian,8/29/2019,12:00:00 AM,19.20,-65.70,86,989,Category 1 Hurricane,,,,,
Hurricane-Dorian,8/29/2019,3:00:00 AM,19.59,-66.00,86,988,Category 1 Hurricane,,,,,
Hurricane-Dorian,8/29/2019,6:00:00 AM,20.00,-66.30,86,988,Category 1 Hurricane,,,,,
Hurricane-Dorian,8/29/2019,9:00:00 AM,20.49,-66.61,86,987,Category 1 Hurricane,,,,,
Hurricane-Dorian,8/29/2019,12:00:00 PM,21.00,-66.90,86,986,Category 1 Hurricane,,,,,
Hurricane-Dorian,8/29/2019,3:00:00 PM,21.51,-67.15,86,984,Category 1 Hurricane,,,,,
Hurricane-Dorian,8/29/2019,6:00:00 PM,22.00,-67.40,86,983,Category 1 Hurricane,,,,,
Hurricane-Dorian,8/29/2019,9:00:00 PM,22.42,-67.68,89,980,Category 1 Hurricane,,,,,
Hurricane-Dorian,8/30/2019,12:00:00 AM,22.80,-68.00,92,978,Category 1 Hurricane,,,,,
Hurricane-Dorian,8/30/2019,3:00:00 AM,23.15,-68.39,98,978,Category 2 Hurricane,,,,,
Hurricane-Dorian,8/30/2019,6:00:00 AM,23.50,-68.80,104,978,Category 2 Hurricane,,,,,
Hurricane-Dorian,8/30/2019,9:00:00 AM,23.91,-69.15,106,975,Category 2 Hurricane,,,,,
Hurricane-Dorian,8/30/2019,12:00:00 PM,24.30,-69.50,109,972,Category 2 Hurricane,,,,,
Hurricane-Dorian,8/30/2019,3:00:00 PM,24.57,-69.89,112,970,Category 3 Major Hurricane,,,,,
Hurricane-Dorian,8/30/2019,6:00:00 PM,24.80,-70.30,115,968,Category 3 Major Hurricane,,,,,
Hurricane-Dorian,8/30/2019,9:00:00 PM,25.06,-70.69,123,958,Category 3 Major Hurricane,,,,,
Hurricane-Dorian,8/31/2019,12:00:00 AM,25.30,-71.10,132,949,Category 4 Major Hurricane,,,,,
Hurricane-Dorian,8/31/2019,3:00:00 AM,25.47,-71.59,135,948,Category 4 Major Hurricane,,,,,
Hurricane-Dorian,8/31/2019,6:00:00 AM,25.60,-72.10,138,947,Category 4 Major Hurricane,,,,,
Hurricane-Dorian,8/31/2019,9:00:00 AM,25.76,-72.55,140,945,Category 4 Major Hurricane,,,,,
Hurricane-Dorian,8/31/2019,12:00:00 PM,25.90,-73.00,144,944,Category 4 Major Hurricane,,,,,
Hurricane-Dorian,8/31/2019,3:00:00 PM,26.01,-73.52,146,943,Category 4 Major Hurricane,,,,,
Hurricane-Dorian,8/31/2019,6:00:00 PM,26.10,-74.00,150,942,Category 4 Major Hurricane,,,,,
Hurricane-Dorian,8/31/2019,9:00:00 PM,26.21,-74.36,152,940,Category 4 Major Hurricane,,,,,
Hurricane-Dorian,9/1/2019,12:00:00 AM,26.30,-74.70,155,939,Category 4 Major Hurricane,,,,,
Hurricane-Dorian,9/1/2019,3:00:00 AM,26.36,-75.14,161,936,Category 5 Major Hurricane,,,,,
Hurricane-Dorian,9/1/2019,6:00:00 AM,26.40,-75.60,167,934,Category 5 Major Hurricane,,,,,
Hurricane-Dorian,9/1/2019,9:00:00 AM,26.46,-76.07,173,930,Category 5 Major Hurricane,,,,,
Hurricane-Dorian,9/1/2019,12:00:00 PM,26.50,-76.50,178,927,Category 5 Major Hurricane,,,,,
Hurricane-Dorian,9/1/2019,3:00:00 PM,26.50,-76.85,182,916,Category 5 Major Hurricane,,,,,
Hurricane-Dorian,9/1/2019,4:40:00 PM,26.50,-77.00,184,910,Category 5 Major Hurricane,,,,,
Hurricane-Dorian,9/1/2019,6:00:00 PM,26.50,-77.10,184,910,Category 5 Major Hurricane,,,,,
Hurricane-Dorian,9/1/2019,9:00:00 PM,26.55,-77.41,181,912,Category 5 Major Hurricane,,,,,
Hurricane-Dorian,9/2/2019,12:00:00 AM,26.60,-77.70,178,914,Category 5 Major Hurricane,,,,,
Hurricane-Dorian,9/2/2019,2:15:00 AM,26.60,-77.80,178,914,Category 5 Major Hurricane,,,,,
Hurricane-Dorian,9/2/2019,3:00:00 AM,26.60,-77.84,176,914,Category 5 Major Hurricane,,,,,
Hurricane-Dorian,9/2/2019,6:00:00 AM,26.60,-78.00,167,916,Category 5 Major Hurricane,,,,,
Hurricane-Dorian,9/2/2019,9:00:00 AM,26.64,-78.17,161,921,Category 5 Major Hurricane,,,,,
Hurricane-Dorian,9/2/2019,12:00:00 PM,26.70,-78.30,155,927,Category 4 Major Hurricane,,,,,
Hurricane-Dorian,9/2/2019,3:00:00 PM,26.75,-78.37,150,932,Category 4 Major Hurricane,,,,,
Hurricane-Dorian,9/2/2019,6:00:00 PM,26.80,-78.40,144,938,Category 4 Major Hurricane,,,,,
Hurricane-Dorian,9/2/2019,9:00:00 PM,26.85,-78.46,138,941,Category 4 Major Hurricane,,,,,
Hurricane-Dorian,9/3/2019,12:00:00 AM,26.90,-78.50,132,944,Category 4 Major Hurricane,,,,,
Hurricane-Dorian,9/3/2019,3:00:00 AM,26.95,-78.51,127,947,Category 3 Major Hurricane,,,,,
Hurricane-Dorian,9/3/2019,6:00:00 AM,27.00,-78.50,121,950,Category 3 Major Hurricane,,,,,
Hurricane-Dorian,9/3/2019,9:00:00 AM,27.02,-78.49,117,952,Category 3 Major Hurricane,,,,,
Hurricane-Dorian,9/3/2019,12:00:00 PM,27.10,-78.50,115,954,Category 3 Major Hurricane,,,,,
Hurricane-Dorian,9/3/2019,3:00:00 PM,27.32,-78.54,112,956,Category 3 Major Hurricane,,,,,
Hurricane-Dorian,9/3/2019,6:00:00 PM,27.60,-78.60,109,959,Category 2 Hurricane,,,,,
Hurricane-Dorian,9/3/2019,9:00:00 PM,27.84,-78.68,106,959,Category 2 Hurricane,,,,,
Hurricane-Dorian,9/4/2019,12:00:00 AM,28.10,-78.80,104,959,Category 2 Hurricane,,,,,
Hurricane-Dorian,9/4/2019,3:00:00 AM,28.44,-78.98,104,961,Category 2 Hurricane,,,,,
Hurricane-Dorian,9/4/2019,6:00:00 AM,28.80,-79.20,104,964,Category 2 Hurricane,,,,,
Hurricane-Dorian,9/4/2019,9:00:00 AM,29.16,-79.42,104,963,Category 2 Hurricane,,,,,
Hurricane-Dorian,9/4/2019,12:00:00 PM,29.50,-79.60,104,963,Category 2 Hurricane,,,,,
Hurricane-Dorian,9/4/2019,3:00:00 PM,29.81,-79.68,106,961,Category 2 Hurricane,,,,,
Hurricane-Dorian,9/4/2019,6:00:00 PM,30.10,-79.70,109,960,Category 2 Hurricane,,,,,
Hurricane-Dorian,9/4/2019,9:00:00 PM,30.39,-79.72,112,957,Category 3 Major Hurricane,,,,,
Hurricane-Dorian,9/5/2019,12:00:00 AM,30.70,-79.70,115,955,Category 3 Major Hurricane,,,,,
Hurricane-Dorian,9/5/2019,3:00:00 AM,31.04,-79.68,115,956,Category 3 Major Hurricane,,,,,
Hurricane-Dorian,9/5/2019,6:00:00 AM,31.40,-79.60,115,958,Category 3 Major Hurricane,,,,,
Hurricane-Dorian,9/5/2019,9:00:00 AM,31.76,-79.42,115,958,Category 3 Major Hurricane,,,,,
Hurricane-Dorian,9/5/2019,12:00:00 PM,32.10,-79.20,115,958,Category 3 Major Hurricane,,,,,
Hurricane-Dorian,9/5/2019,3:00:00 PM,32.40,-79.09,112,958,Category 3 Major Hurricane,,,,,
Hurricane-Dorian,9/5/2019,6:00:00 PM,32.70,-78.90,109,958,Category 2 Hurricane,,,,,
Hurricane-Dorian,9/5/2019,9:00:00 PM,33.04,-78.45,106,957,Category 2 Hurricane,,,,,
Hurricane-Dorian,9/6/2019,12:00:00 AM,33.40,-77.90,104,956,Category 2 Hurricane,,,,,
Hurricane-Dorian,9/6/2019,3:00:00 AM,33.73,-77.41,104,956,Category 2 Hurricane,,,,,
Hurricane-Dorian,9/6/2019,6:00:00 AM,34.10,-76.90,104,956,Category 2 Hurricane,,,,,
Hurricane-Dorian,9/6/2019,9:00:00 AM,34.55,-76.31,100,956,Category 2 Hurricane,,,,,
Hurricane-Dorian,9/6/2019,12:00:00 PM,35.10,-75.70,98,956,Category 2 Hurricane,,,,,
Hurricane-Dorian,9/6/2019,12:30:00 PM,35.20,-75.60,98,956,Category 2 Hurricane,,,,,
Hurricane-Dorian,9/6/2019,3:00:00 PM,35.67,-74.88,98,956,Category 2 Hurricane,,,,,
Hurricane-Dorian,9/6/2019,6:00:00 PM,36.20,-73.70,98,956,Category 2 Hurricane,,,,,
Hurricane-Dorian,9/6/2019,9:00:00 PM,36.77,-72.47,98,956,Category 2 Hurricane,,,,,
Hurricane-Dorian,9/7/2019,12:00:00 AM,37.40,-71.20,98,956,Category 2 Hurricane,,,,,
Hurricane-Dorian,9/7/2019,3:00:00 AM,38.10,-70.01,98,955,Category 2 Hurricane,,,,,
Hurricane-Dorian,9/7/2019,6:00:00 AM,38.90,-68.90,98,955,Category 2 Hurricane,,,,,
Hurricane-Dorian,9/7/2019,9:00:00 AM,39.81,-67.90,98,954,Category 2 Hurricane,,,,,
Hurricane-Dorian,9/7/2019,12:00:00 PM,40.80,-66.90,98,954,Category 2 Hurricane,,,,,
Hurricane-Dorian,9/7/2019,3:00:00 PM,41.76,-65.73,94,954,Category 1 Hurricane,,,,,
Hurricane-Dorian,9/7/2019,6:00:00 PM,42.80,-64.60,92,954,Tropical Low,,,,,
Hurricane-Dorian,9/7/2019,9:00:00 PM,43.97,-63.65,92,955,Tropical Low,,,,,
Hurricane-Dorian,9/8/2019,12:00:00 AM,45.20,-62.90,92,956,Tropical Low,,,,,
Hurricane-Dorian,9/8/2019,3:00:00 AM,46.44,-62.38,89,958,Tropical Low,,,,,
Hurricane-Dorian,9/8/2019,6:00:00 AM,47.60,-61.90,86,960,Extratropical,,,,,
Hurricane-Dorian,9/8/2019,9:00:00 AM,48.57,-61.26,83,961,Extratropical,,,,,
Hurricane-Dorian,9/8/2019,12:00:00 PM,49.40,-60.40,81,962,Extratropical,,,,,
Hurricane-Dorian,9/8/2019,3:00:00 PM,50.17,-59.27,75,964,Extratropical,,,,,
Hurricane-Dorian,9/8/2019,6:00:00 PM,50.80,-57.90,69,966,Extratropical,,,,,
Hurricane-Dorian,9/8/2019,9:00:00 PM,51.25,-56.39,63,973,Extratropical,,,,,
Hurricane-Dorian,9/9/2019,12:00:00 AM,51.60,-54.80,58,980,Extratropical,,,,,
Hurricane-Erin,8/26/2019,12:00:00 PM,31.70,-72.70,35,1010,Tropical Depression,,,,,
Hurricane-Erin,8/26/2019,3:00:00 PM,31.61,-72.61,35,1010,Tropical Depression,,,,,
Hurricane-Erin,8/26/2019,6:00:00 PM,31.50,-72.50,35,1010,Tropical Depression,,,,,
Hurricane-Erin,8/26/2019,9:00:00 PM,31.36,-72.37,35,1010,Tropical Depression,,,,,
Hurricane-Erin,8/27/2019,12:00:00 AM,31.20,-72.20,35,1010,Tropical Depression,,,,,
Hurricane-Erin,8/27/2019,3:00:00 AM,31.03,-71.97,35,1010,Tropical Depression,,,,,
Hurricane-Erin,8/27/2019,6:00:00 AM,30.90,-71.70,35,1010,Tropical Depression,,,,,
Hurricane-Erin,8/27/2019,9:00:00 AM,30.85,-71.33,35,1009,Tropical Depression,,,,,
Hurricane-Erin,8/27/2019,12:00:00 PM,30.90,-71.10,35,1008,Tropical Depression,,,,,
Hurricane-Erin,8/27/2019,3:00:00 PM,31.07,-71.27,37,1006,Tropical Depression,,,,,
Hurricane-Erin,8/27/2019,6:00:00 PM,31.30,-71.60,40,1005,Tropical Storm,,,,,
Hurricane-Erin,8/27/2019,9:00:00 PM,31.49,-71.81,40,1004,Tropical Storm,,,,,
Hurricane-Erin,8/28/2019,12:00:00 AM,31.70,-72.00,40,1004,Tropical Storm,,,,,
